DATA_LANCAMENTO_OBRA,TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,CPB_ROE,PUBLICO_TOTAL,RENDA_TOTAL,RAZAO_SOCIAL_DISTRIBUIDORA,REGISTRO_DISTRIBUIDORA,CNPJ_DISTRIBUIDORA
2013-03-08,STAND UP GUYS,FICÇÃO,ESTADOS UNIDOS,E1600188500000,38993.0,479275.5,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-03-08,KILLER JOE,FICÇÃO,ESTADOS UNIDOS,E1600179500000,13212.0,147498.3,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-03-08,QUARTET,FICÇÃO,REINO UNIDO,E1600234800000,80171.0,901760.42,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2013-03-08,IN THE FOG,FICÇÃO,ALEMANHA,E1600172100000,3652.0,29479.7,MOSTRA INTERNACIONAL DE CINEMA LTDA,1797.0,52.009.305/0001-68
2013-03-01,BEAUTIFUL CREATURES,FICÇÃO,ESTADOS UNIDOS,E1600191500000,854947.0,8794578.61,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-03-01,COLEGAS,FICÇÃO,BRASIL,B1201660900000,163736.0,1722193.23,CANNES PRODUÇÕES S/A,2250.0,72.672.017/0001-04
2013-03-01,CESARE DEVE MORIRE,FICÇÃO,ITÁLIA,E1500725000000,13610.0,154771.81,MARES FILMES EIRELI,6418.0,07.257.887/0001-47
2013-03-01,HITCHCOCK,FICÇÃO,ESTADOS UNIDOS,E1500620500000,67063.0,938912.0,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2013-03-01,THE DOOR,FICÇÃO,ALEMANHA,E1600178900000,12007.0,120210.05,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-03-01,RED DAWN,FICÇÃO,ESTADOS UNIDOS,E1500411900000,89261.0,909190.2,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2013-02-22,AMÉRICA,FICÇÃO,BRASIL,B1201604900000,307.0,3422.0,PANDA FILMES LTDA,941.0,04.980.287/0001-14
2013-02-22,SEGREDOS DA TRIBO,DOCUMENTÁRIO,BRASIL,B1201698400000,775.0,6272.0,ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.,611.0,01.803.185/0001-35
2013-02-22,BEASTS OF THE SOUTHERN WILD,FICÇÃO,ESTADOS UNIDOS,E1500412900000,92987.0,1133435.16,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2013-02-22,CIRQUE DU SOLEIL - WORLDS AWAY,FICÇÃO,ESTADOS UNIDOS,E1500892600000,66126.0,910770.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-02-22,A GOOD DAY TO DIE HARD,FICÇÃO,ESTADOS UNIDOS,E1402596100000,1538081.0,17325098.0,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2013-02-22,LAY THE FAVORITE,FICÇÃO,ESTADOS UNIDOS,E1600190100000,14484.0,156048.69,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-02-15,THE SESSIONS,FICÇÃO,ESTADOS UNIDOS,E1500452600000,31832.0,356545.0,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2013-02-15,ZERO DARK THIRTY,FICÇÃO,ESTADOS UNIDOS,E1500412000000,205909.0,2707452.2,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2013-02-08,EN KONGELIG AFFÆRE,FICÇÃO,DINAMARCA,E1600179100000,71464.0,909302.31,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2013-02-08,WARM BODIES,FICÇÃO,CANADÁ,E1500936000000,497544.0,5052677.89,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-02-08,FIRE WITH FIRE,FICÇÃO,ESTADOS UNIDOS,E1402714200000,87979.0,955020.91,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2013-02-08,A LUZ DO TOM,DOCUMENTÁRIO,BRASIL,B1101405200000,8831.0,94502.95,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2013-02-08,FLIGHT,FICÇÃO,ESTADOS UNIDOS,E1402546900000,551991.0,6793308.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-02-08,MOVIE 43,FICÇÃO,ESTADOS UNIDOS,E1500413200000,112922.0,1216286.81,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2013-02-08,A MONKEY ON MY SHOULDER,FICÇÃO,ARGENTINA,E1600161300000,22109.0,253704.12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2013-02-08,TAINÁ - A ORIGEM,FICÇÃO,BRASIL,B1301712200000,353690.0,3099476.47,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2013-02-08,LAS AVENTURAS DE TADEO JONES,ANIMAÇÃO,ESPANHA,E1402668400000,601773.0,7591639.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-02-07,"MUSIC NEVER STOPPED, THE",FICÇÃO,ESTADOS UNIDOS,E1402642300000,10343.0,111854.94,CANNES PRODUÇÕES S/A,2250.0,72.672.017/0001-04
2013-02-01,SILVER LININGS PLAYBOOK,FICÇÃO,ESTADOS UNIDOS,E1600171900000,1338808.0,16138450.2,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-02-01,A HAUNTED HOUSE,FICÇÃO,ESTADOS UNIDOS,E1600389600000,924582.0,9919960.33,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2013-02-01,JORGE MAUTNER - O FILHO DO HOLOCAUSTO,DOCUMENTÁRIO,BRASIL,B1201703500000,9690.0,102831.13,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2013-02-01,LES MISÉRABLES,FICÇÃO,ESTADOS UNIDOS,E1402516200000,794495.0,9753321.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-02-01,GANGSTER SQUAD,FICÇÃO,ESTADOS UNIDOS,E1500577100000,187072.0,2047478.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2013-01-25,CAVE OF FORGOTTEN DREAMS,DOCUMENTÁRIO,ALEMANHA,E1600191600000,28259.0,250718.79,ZETA FILMES LTDA,22936.0,02.469.679/0001-98
2013-01-25,THE MASTER,FICÇÃO,ESTADOS UNIDOS,E1600188600000,74640.0,976899.97,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-01-25,HANSEL & GRETEL: WITCH HUNTERS,FICÇÃO,ALEMANHA,E1402520100000,3716292.0,48664690.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-01-25,STOLEN,FICÇÃO,ESTADOS UNIDOS,E1600189900000,212021.0,2305931.49,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-01-25,O PAÍS DO DESEJO,FICÇÃO,BRASIL,B1101445400000,1699.0,18039.76,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-01-25,LINCOLN,FICÇÃO,ESTADOS UNIDOS,E1600161500000,793939.0,9868301.0,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2013-01-18,AMOUR,FICÇÃO,FRANÇA,E1500667700000,224275.0,2656756.91,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2013-01-18,CODE NAME: GERONIMO,FICÇÃO,ESTADOS UNIDOS,E1600557400000,14363.0,193156.54,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2013-01-18,THE LAST STAND,FICÇÃO,ESTADOS UNIDOS,E1500782600000,452391.0,4659512.96,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-01-18,SAMMY'S AVONTUREN 2,ANIMAÇÃO,BÉLGICA,E1600161600000,280445.0,3240815.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2013-01-18,DJANGO UNCHAINED,FICÇÃO,ESTADOS UNIDOS,E1600170700000,1143428.0,14179336.85,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2013-01-11,SACRIFICE,FICÇÃO,CHINA,E1600177300000,1850.0,18714.5,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-01-11,BEYOND THE HILLS,FICÇÃO,BULGÁRIA,E1600190400000,13320.0,148751.0,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2013-01-11,JACK REACHER,FICÇÃO,ESTADOS UNIDOS,E1402578900000,479425.0,5644844.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2013-01-11,PARENTAL GUIDANCE,FICÇÃO,ESTADOS UNIDOS,E1500452500000,714444.0,6914870.0,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2013-01-11,BARBARA,FICÇÃO,ALEMANHA,E1500788200000,36892.0,424139.23,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2013-01-11,CLOUD ATLAS,FICÇÃO,ALEMANHA,E1500412300000,836311.0,9633794.29,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2013-01-04,O SOM AO REDOR,FICÇÃO,BRASIL,B1201698500000,95845.0,982725.3,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2013-01-04,PARIS-MANHATTAN,FICÇÃO,FRANÇA,E1500652700000,59498.0,647290.56,MARES FILMES EIRELI,6418.0,07.257.887/0001-47
2013-01-04,THE OTHER SON,FICÇÃO,FRANÇA,E1600172400000,19507.0,253726.81,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2013-01-04,NA CARNE E NA ALMA,FICÇÃO,BRASIL,B1101483900000,207.0,1630.0,RACONTO PRODUCOES ARTISTICAS LTDA,13044.0,09.095.244/0001-70
2013-01-04,LE PRÉNOM,FICÇÃO,FRANÇA,E1500842000000,42343.0,558288.89,ESFERA PRODUÇÕES CULTURAIS EIRELI,18039.0,11.579.388/0001-43
2013-01-04,SEVEN PSYCHOPATHS,FICÇÃO,REINO UNIDO,E1600190000000,45429.0,526909.26,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2013-01-04,WRECK-IT RALPH,ANIMAÇÃO,ESTADOS UNIDOS,E1500701000000,3639928.0,43007878.0,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2012-12-28,DE PERNAS PRO AR 2,FICÇÃO,BRASIL,B1201676800000,4846317.0,50312354.36,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2012-12-28,NO,FICÇÃO,CHILE,E1500676000000,75152.0,852233.78,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-12-25,BRICHOS - A FLORESTA É NOSSA,ANIMAÇÃO,BRASIL,B1201627800000,16603.0,134147.41,TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI,1494.0,02.585.713/0001-90
2012-12-21,VIUDAS,FICÇÃO,ARGENTINA,E1500345900000,11581.0,119764.15,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-12-21,LE QUATTRO VOLTE,FICÇÃO,ALEMANHA,E1600221200000,5663.0,61162.74,MOSTRA INTERNACIONAL DE CINEMA LTDA,1797.0,52.009.305/0001-68
2012-12-21,ARBITRAGE,FICÇÃO,ESTADOS UNIDOS,E1500411600000,177353.0,2341838.24,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-12-21,LIFE OF PI,FICÇÃO,ESTADOS UNIDOS,E1500452400000,2227413.0,22506958.78,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2012-12-21,HAHAHA,FICÇÃO,CORÉIA DO SUL,E1600189800000,10749.0,111719.93,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2012-12-21,THE IMPOSSIBLE,FICÇÃO,ESPANHA,E1600234900000,668361.0,7546043.21,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-12-21,LA MIRADA INVISIBLE,FICÇÃO,ARGENTINA,E1500841800000,6244.0,74646.0,ESFERA PRODUÇÕES CULTURAIS EIRELI,18039.0,11.579.388/0001-43
2012-12-21,A HAPPY EVENT,FICÇÃO,BÉLGICA,E1600167500000,2308.0,22083.21,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2012-12-14,APNEA,FICÇÃO,GRÉCIA,E1500361600000,1459.0,13187.85,FREDERICO DA CRUZ MACHADO - ME,11990.0,03.553.092/0001-25
2012-12-14,AMOR EN TRANSITO,FICÇÃO,ARGENTINA,E1600180700000,1902.0,16712.1,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,16132.0,10.681.698/0001-01
2012-12-14,THE HOBBIT: AN UNEXPECTED JOURNEY,FICÇÃO,ESTADOS UNIDOS,E1500096500000,2832320.0,36497011.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2012-12-14,LIV & INGMAR,DOCUMENTÁRIO,NORUEGA,E1600190600000,13585.0,142413.79,SERENDIP FILMES LTDA,4626.0,06.911.780/0001-08
2012-12-14,FOOTNOTE,FICÇÃO,ISRAEL,E1500693700000,9811.0,104292.5,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2012-12-07,LA FILLE DU PUISATIER,FICÇÃO,FRANÇA,E1600177600000,18489.0,182655.79,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2012-12-07,IN THE LAND OF BLOOD AND HONEY,FICÇÃO,ESTADOS UNIDOS,E1600184600000,7516.0,89991.96,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-12-07,ALEX CROSS,FICÇÃO,ESTADOS UNIDOS,E1500365300000,104950.0,1183925.02,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2012-12-07,BACHELORETTE,FICÇÃO,ESTADOS UNIDOS,E1500412700000,137834.0,1499056.28,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-12-07,BULLY,DOCUMENTÁRIO,ESTADOS UNIDOS,E1600177700000,708.0,6726.39,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2012-12-07,HOUSE AT THE END OF THE STREET,FICÇÃO,CANADÁ,E1600190500000,179873.0,1817292.27,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-12-07,PITCH PERFECT,FICÇÃO,ESTADOS UNIDOS,E1402613400000,24778.0,251213.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2012-12-07,TAKE THIS WALTZ,FICÇÃO,CANADÁ,E1500702600000,22710.0,275694.55,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2012-11-30,O MANUSCRITO PERDIDO,DOCUMENTÁRIO,BRASIL,B1101377500000,145.0,1012.0,REFINARIA PRODUÇÕES LTDA.,4223.0,05.436.489/0001-62
2012-11-30,OS PENETRAS,FICÇÃO,BRASIL,B1201681100000,2549714.0,25617410.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2012-11-30,KILLING THEM SOFTLY,FICÇÃO,ESTADOS UNIDOS,E1500209300000,134639.0,1776614.5,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-11-30,CELESTE AND JESSE FOREVER,FICÇÃO,ESTADOS UNIDOS,E1500718200000,8977.0,94253.43,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2012-11-30,HOLY MOTORS,FICÇÃO,ALEMANHA,E1600184500000,15291.0,181433.53,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-11-30,DINO CAZZOLA - UMA FILMOGRAFIA DE BRASÍLIA,DOCUMENTÁRIO,BRASIL,B1201686700000,548.0,5776.0,TERRA FIRME PRODUÇÕES CINEMATOGRÁFICAS LTDA,13354.0,09.260.004/0001-83
2012-11-30,RISE OF THE GUARDIANS,ANIMAÇÃO,ESTADOS UNIDOS,E1402668100000,2173218.0,25043729.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2012-11-30,MARCELO YUKA NO CAMINHO DAS SETAS,DOCUMENTÁRIO,BRASIL,B1201673600000,2609.0,14967.18,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,16132.0,10.681.698/0001-01
2012-11-23,CONSTRUÇÃO,DOCUMENTÁRIO,BRASIL,B1201613900000,909.0,10547.19,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),1132.0,01.216.636/0001-38
2012-11-23,SÃO PAULO COMPANHIA DE DANÇA,DOCUMENTÁRIO,BRASIL,B1201686200000,39.0,415.0,CASA AZUL PRODUÇÕES ARTISTICAS LTDA,2260.0,06.159.269/0001-00
2012-11-23,TROUBLE WITH THE CURVE,FICÇÃO,ESTADOS UNIDOS,E1600162200000,60189.0,734496.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2012-11-23,THE WORDS,FICÇÃO,ESTADOS UNIDOS,E1500209600000,41962.0,511626.4,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-11-23,DISPAROS,FICÇÃO,BRASIL,B1201652600000,5255.0,49491.55,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2012-11-23,DIA DE PRETO,FICÇÃO,BRASIL,B1201541400000,283.0,2015.0,MAXIE DEMIAN LTDA,1417.0,03.474.898/0001-28
2012-11-16,FUTURO DO PRETÉRITO: TROPICALISMO NOW!,DOCUMENTÁRIO,BRASIL,B1201646900000,730.0,7064.11,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2012-11-16,MUITO ALÉM DO PESO,DOCUMENTÁRIO,BRASIL,B1201663700000,2744.0,29153.99,MARCOS BESSA NISTI - ME (BAIXADO),15848.0,08.177.451/0001-00
2012-11-16,WHITE AS SNOW,FICÇÃO,TURQUIA,E1500307200000,160.0,1437.0,FREDERICO DA CRUZ MACHADO - ME,11990.0,03.553.092/0001-25
2012-11-15,THE TWILIGHT SAGA: BREAKING DAWN PART 2,FICÇÃO,ESTADOS UNIDOS,E1500545000000,9611474.0,101036288.54,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-11-15,5 X PACIFICAÇÃO,DOCUMENTÁRIO,BRASIL,B1201617100000,6296.0,40665.5,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2012-11-15,ET MAINTENANT ON VA OÙ?,FICÇÃO,FRANÇA,E1600167200000,33350.0,368729.23,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2012-11-15,"ERA UMA VEZ EU, VERÔNICA",FICÇÃO,BRASIL,B1201642000000,21206.0,214485.09,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,11868.0,08.346.733/0001-94
2012-11-09,ARGO,FICÇÃO,ESTADOS UNIDOS,E1500332200000,415788.0,5471566.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2012-11-09,END OF WATCH,FICÇÃO,ESTADOS UNIDOS,E1600167100000,65626.0,703732.84,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2012-11-09,VIRANDO BICHO,DOCUMENTÁRIO,BRASIL,B1201667100000,980.0,10098.24,FRAIHA PRODUÇÕES DE EVENTOS E EDITORA LTDA,298.0,00.538.914/0001-00
2012-11-09,ESPIA SÓ,DOCUMENTÁRIO,BRASIL,B1201682400000,322.0,1692.0,CICLORAMA FILMES LTDA.,17471.0,12.124.611/0001-20
2012-11-09,PEIXONAUTA: AGENTE SECRETO DA O.S.T.R.A.,ANIMAÇÃO,BRASIL,B1201656300000,7412.0,71933.36,ALBERTO BITELLI INTERNATIONAL FILMS LTDA,136.0,54.881.404/0001-60
2012-11-09,LIKE SOMEONE IN LOVE,FICÇÃO,FRANÇA,E1500307100000,25082.0,313899.82,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-11-09,HYSTERIA,FICÇÃO,REINO UNIDO,E1500425700000,18734.0,212759.9,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-11-07,AMOR?,FICÇÃO,BRASIL,B1101362100000,19079.0,173145.27,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,506.0,28.026.565/0001-67
2012-11-07,INFÂNCIA CLANDESTINA,FICÇÃO,BRASIL,B1201674600000,33423.0,388666.29,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,11868.0,08.346.733/0001-94
2012-11-02,"ASTRO, UMA FÁBULA URBANA EM UM RIO DE JANEIRO MÁGICO",FICÇÃO,BRASIL,B1201670700000,733.0,9489.6,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2012-11-02,MAGIC MIKE,FICÇÃO,ESTADOS UNIDOS,E1500412400000,106880.0,1274225.23,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2012-11-02,DESTINY ROAD,FICÇÃO,ESTADOS UNIDOS,E1600167600000,293966.0,2659137.02,GRAÇA FILMES PRODUTORA E DISTRIBUIDORA LTDA,16514.0,11.292.373/0001-08
2012-11-02,THE POSSESSION,FICÇÃO,ESTADOS UNIDOS,E1600166300000,513371.0,5379939.93,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-11-02,LAURENCE ANYWAYS,FICÇÃO,CANADÁ,E1500306900000,5213.0,57719.74,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-11-02,18 COMIDAS,FICÇÃO,ESPANHA,E1500841200000,11321.0,141975.0,ESFERA PRODUÇÕES CULTURAIS EIRELI,18039.0,11.579.388/0001-43
2012-11-02,DIARY OF A WIMPY KID: DOG DAYS,FICÇÃO,ESTADOS UNIDOS,E1500228100000,203055.0,1846000.5,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2012-11-02,FRANKENWEENIE,ANIMAÇÃO,ESTADOS UNIDOS,E1600167300000,258868.0,3685727.0,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2012-11-02,THE REEF 2: HIGH TIDE,ANIMAÇÃO,ESTADOS UNIDOS,E1600177400000,256797.0,3019019.64,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2012-11-02,ELEFANTE BLANCO,FICÇÃO,ARGENTINA,E1500575300000,51600.0,598568.97,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-11-02,CONTOS GAUCHESCOS,FICÇÃO,BRASIL,B1201676700000,970.0,8524.81,EMPRESA CINEMATOGRAFICA PAMPEANA LTDA,929.0,00.613.962/0001-16
2012-11-02,ONDE A CORUJA DORME,DOCUMENTÁRIO,BRASIL,B0700640600000,3649.0,34380.5,DISTRIBUIDORA DE FILMES S/A RIOFILME,105.0,68.610.302/0001-15
2012-10-26,7 DAYS IN HAVANA,FICÇÃO,ESPANHA,E1500587600000,23141.0,261527.62,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-10-26,CAPTIVE,FICÇÃO,ALEMANHA,E1600420400000,6197.0,56079.68,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2012-10-26,GONZAGA - DE PAI PARA FILHO,FICÇÃO,BRASIL,B1201647100000,1460641.0,14655325.67,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2012-10-26,SKYFALL,FICÇÃO,ESTADOS UNIDOS,E1500274100000,2553352.0,29714512.2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2012-10-23,SUDOESTE,FICÇÃO,BRASIL,B1101513200000,2810.0,24501.5,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2012-10-19,HIT AND RUN,FICÇÃO,ESTADOS UNIDOS,E1600177500000,17434.0,179865.59,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2012-10-19,THE CAMPAIGN,FICÇÃO,ESTADOS UNIDOS,E1600166200000,37864.0,420829.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2012-10-19,"PERKS OF BEING A WALLFLOWER, THE",FICÇÃO,ESTADOS UNIDOS,E1402641300000,71777.0,793735.25,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2012-10-19,PARANORMAL ACTIVITY 4,FICÇÃO,ESTADOS UNIDOS,E1402375600000,1197530.0,12298604.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2012-10-19,O CONTESTADO - RESTOS MORTAIS,DOCUMENTÁRIO,BRASIL,B1101457200000,2647.0,30907.22,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),1132.0,01.216.636/0001-38
2012-10-19,AND IF WE ALL LIVED TOGETHER?,FICÇÃO,ALEMANHA,E1600184700000,119381.0,1368129.59,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2012-10-12,L'ART D'AIMER,FICÇÃO,FRANÇA,E1500651500000,30574.0,349799.35,MARES FILMES EIRELI,6418.0,07.257.887/0001-47
2012-10-12,MOONRISE KINGDOM,FICÇÃO,ESTADOS UNIDOS,E1500282300000,50151.0,598484.0,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2012-10-12,RUBY SPARKS,FICÇÃO,ESTADOS UNIDOS,E1500300100000,45155.0,552004.45,FOX FILM DO BRASIL LTDA,256.0,33.110.420/0001-80
2012-10-12,CIRCULAR,FICÇÃO,BRASIL,B1101504000000,2068.0,17365.1,GRAFO AUDIOVISUAL LTDA,13715.0,09.437.566/0001-50
2012-10-12,FINDING NEMO,ANIMAÇÃO,ESTADOS UNIDOS,E1402794700000,163453.0,2128119.0,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2012-10-12,COCORICÓ CONTA CLÁSSICOS,FICÇÃO,BRASIL,B1201663500000,2770.0,34233.47,MOBZ MEDIA S/A,19119.0,07.140.376/0001-40
2012-10-12,LAWLESS,FICÇÃO,ESTADOS UNIDOS,E1500412200000,107508.0,1335323.06,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
